,University,Sex,Rank,TotalCompensation
3753,Queen's University,female,Associate Professor,126877.16
3754,Queen's University,male,Associate Professor,121978.63
3755,Queen's University,male,Professor,147682.68
3756,Queen's University,female,Associate Professor,132745.37
3758,Queen's University,female,Associate Professor,134539.16
3759,Queen's University,male,Associate Professor,127221.92
3760,Queen's University,female,Associate Professor,126209.0
3761,Queen's University,female,Associate Professor,136947.48
3762,Queen's University,male,Associate Professor,148481.12
3763,Queen's University,male,Professor,229159.06
3764,Queen's University,male,Professor,197229.77
3765,Queen's University,male,Associate Professor,131046.68
3767,Queen's University,male,Associate Professor,132111.68
3768,Queen's University,male,Professor,144448.32
3769,Queen's University,male,Associate Professor,150608.72
3770,Queen's University,male,Professor,158639.12
3772,Queen's University,male,Assistant Professor,113909.74
3773,Queen's University,female,Associate Professor,116921.19
3775,Queen's University,male,Professor,140723.76
3776,Queen's University,female,Associate Professor,105128.32
3777,Queen's University,male,Professor,165813.26
3778,Queen's University,male,Associate Professor,140472.86
3781,Queen's University,male,Assistant Professor,124050.76
3782,Queen's University,female,Associate Professor,134457.44
3783,Queen's University,male,Professor,169807.44
3784,Queen's University,male,Associate Professor,120100.84
3785,Queen's University,female,Associate Professor,118920.84
3786,Queen's University,male,Professor,170150.84
3787,Queen's University,male,Assistant Professor,135566.64
3789,Queen's University,male,Professor,157729.16
3790,Queen's University,female,Professor,166606.7
3793,Queen's University,female,Professor,173031.63
3794,Queen's University,male,Assistant Professor,211543.48
3795,Queen's University,female,Associate Professor,144576.35
3798,Queen's University,male,Professor,145255.76
3801,Queen's University,male,Professor,179565.72
3803,Queen's University,male,Professor,218562.73
3806,Queen's University,male,Professor,153044.16
3807,Queen's University,female,Associate Professor,155194.13
3808,Queen's University,male,Associate Professor,112770.8
3809,Queen's University,male,Professor,165282.44
3810,Queen's University,female,Associate Professor,128345.0
3811,Queen's University,male,Professor,131523.68
3812,Queen's University,male,Professor,169298.33
3814,Queen's University,male,Associate Professor,108439.58
3815,Queen's University,male,Professor,157107.48
3816,Queen's University,female,Professor,150143.36
3817,Queen's University,male,Associate Professor,128250.64
3818,Queen's University,female,Associate Professor,121174.12
3819,Queen's University,female,Associate Professor,133761.68
3820,Queen's University,female,Associate Professor,138529.16
3821,Queen's University,female,Associate Professor,137959.23
3823,Queen's University,male,Professor,142925.04
3824,Queen's University,male,Professor,192622.75
3825,Queen's University,male,Professor,130280.82
3827,Queen's University,male,Professor,112322.44
3828,Queen's University,male,Associate Professor,143960.98
3829,Queen's University,male,Professor,216969.16
3830,Queen's University,male,Assistant Professor,150313.11
3831,Queen's University,male,Professor,148102.48
3832,Queen's University,female,Professor,152366.07
3835,Queen's University,male,Associate Professor,129953.32
3836,Queen's University,male,Assistant Professor,186755.15
3837,Queen's University,male,Professor,162288.32
3839,Queen's University,male,Professor,177200.76
3840,Queen's University,male,Assistant Professor,189320.48
3841,Queen's University,female,Professor,146405.84
3842,Queen's University,male,Assistant Professor,124095.48
3843,Queen's University,male,Associate Professor,133284.72
3844,Queen's University,male,Associate Professor,114580.8
3845,Queen's University,female,Professor,154965.47
3846,Queen's University,male,Professor,164145.48
3847,Queen's University,male,Associate Professor,136295.76
3848,Queen's University,male,Associate Professor,110144.26
3849,Queen's University,male,Assistant Professor,113521.44
3850,Queen's University,male,Associate Professor,143906.64
3851,Queen's University,male,Professor,145247.4
3852,Queen's University,male,Associate Professor,131475.0
3853,Queen's University,male,Professor,144117.44
3854,Queen's University,male,Associate Professor,223882.85
3855,Queen's University,female,Professor,147490.72
3856,Queen's University,male,Assistant Professor,126979.8
3857,Queen's University,female,Associate Professor,132800.77
3858,Queen's University,male,Assistant Professor,112109.56
3859,Queen's University,male,Professor,160529.12
3860,Queen's University,male,Professor,188259.08
3861,Queen's University,male,Associate Professor,113365.84
3864,Queen's University,female,Associate Professor,180530.0
3866,Queen's University,female,Associate Professor,128100.91
3867,Queen's University,female,Associate Professor,323150.12
3868,Queen's University,female,Associate Professor,130362.48
3869,Queen's University,male,Professor,189865.66
3871,Queen's University,female,Professor,159255.76
3873,Queen's University,female,Associate Professor,121195.76
3874,Queen's University,male,Assistant Professor,157985.34
3875,Queen's University,female,Associate Professor,106930.4
3876,Queen's University,male,Professor,150395.78
3877,Queen's University,male,Assistant Professor,127052.52
3878,Queen's University,male,Associate Professor,122439.48
3879,Queen's University,male,Professor,164122.44
3880,Queen's University,male,Associate Professor,148922.36
3882,Queen's University,male,Associate Professor,118760.8
3883,Queen's University,male,Professor,186915.8
3884,Queen's University,male,Professor,143091.8
3886,Queen's University,female,Associate Professor,124706.8
3887,Queen's University,female,Professor,205638.82
3888,Queen's University,female,Professor,137789.12
3889,Queen's University,male,Professor,165331.88
3890,Queen's University,female,Associate Professor,108703.12
3891,Queen's University,male,Professor,159677.44
3893,Queen's University,female,Associate Professor,164894.36
3895,Queen's University,male,Associate Professor,137197.44
3896,Queen's University,male,Professor,150094.12
3897,Queen's University,male,Professor,127149.86
3898,Queen's University,female,Professor,128686.86
3899,Queen's University,female,Professor,136061.32
3901,Queen's University,female,Associate Professor,147432.48
3902,Queen's University,female,Professor,179405.76
3904,Queen's University,male,Assistant Professor,123997.48
3905,Queen's University,female,Associate Professor,116453.67
3906,Queen's University,female,Associate Professor,106994.08
3907,Queen's University,male,Professor,160415.76
3908,Queen's University,female,Associate Professor,120256.68
3909,Queen's University,male,Professor,155503.6
3910,Queen's University,male,Professor,138327.48
3911,Queen's University,male,Assistant Professor,126259.79
3912,Queen's University,male,Associate Professor,144764.52
3914,Queen's University,male,Professor,118754.86
3915,Queen's University,female,Assistant Professor,105505.8
3916,Queen's University,female,Associate Professor,210928.36
3917,Queen's University,male,Associate Professor,159158.8
3919,Queen's University,male,Associate Professor,124084.96
3920,Queen's University,female,Assistant Professor,122442.24
3922,Queen's University,male,Professor,153972.48
3923,Queen's University,female,Associate Professor,147712.42
3924,Queen's University,female,Professor,173623.42
3925,Queen's University,male,Professor,146569.02
3926,Queen's University,male,Professor,146422.55
3927,Queen's University,female,Associate Professor,117231.48
3928,Queen's University,male,Professor,146982.56
3929,Queen's University,male,Associate Professor,128488.69
3930,Queen's University,male,Associate Professor,115430.7
3933,Queen's University,male,Professor,163708.38
3934,Queen's University,male,Professor,153814.12
3935,Queen's University,male,Professor,159234.1
3936,Queen's University,male,Professor,142704.72
3939,Queen's University,male,Professor,176436.63
3940,Queen's University,male,Professor,146709.03
3941,Queen's University,male,Professor,187307.4
3942,Queen's University,male,Assistant Professor,118437.48
3944,Queen's University,male,Professor,172202.44
3946,Queen's University,male,Professor,165630.8
3947,Queen's University,female,Associate Professor,116193.36
